Gen A	Gen B	Winner	Strength
hsa:5293	hsa:7157	Gen A	17
hsa:5293	hsa:51426	Gen A	26
hsa:5293	hsa:1643	Gen A	26
hsa:5293	hsa:578	Gen A	26
hsa:5293	hsa:10912	Gen A	24
hsa:5293	hsa:1647	Gen A	24
hsa:5293	hsa:4616	Gen A	24
hsa:5293	hsa:1026	Gen A	26
hsa:5293	hsa:2353	Gen A	25
hsa:5293	hsa:3725	Gen A	25
hsa:5293	hsa:5599	Gen A	24
hsa:5293	hsa:5601	Gen A	24
hsa:5293	hsa:5602	Gen A	24
hsa:5293	hsa:5900	Gen A	17
hsa:5293	hsa:7046	Gen A	22
hsa:5293	hsa:4089	Gen A	22
hsa:5293	hsa:26060	Gen A	21
hsa:5293	hsa:836	Gen A	22
hsa:5293	hsa:1630	Gen A	22
hsa:5295	hsa:5296	Draw	0
hsa:5295	hsa:8503	Draw	0
hsa:5295	hsa:2885	Gen B	24
hsa:5295	hsa:369	Gen A	16
hsa:5295	hsa:5894	Gen A	16
hsa:5295	hsa:673	Gen A	16
hsa:5295	hsa:5604	Gen A	19
hsa:5295	hsa:5605	Gen A	19
hsa:5295	hsa:5594	Gen A	23
hsa:5295	hsa:5595	Gen A	23
hsa:5295	hsa:10000	Gen A	5
hsa:5295	hsa:207	Gen A	5
hsa:5295	hsa:208	Gen A	5
hsa:5295	hsa:2475	Gen A	21
hsa:5295	hsa:6198	Gen A	24
hsa:5295	hsa:6199	Gen A	24
hsa:5295	hsa:6654	Gen B	23
hsa:5295	hsa:6655	Gen B	23
hsa:5295	hsa:3265	Gen B	21
hsa:5295	hsa:3845	Gen B	21
hsa:5295	hsa:4893	Gen B	21
hsa:5295	hsa:5898	Gen A	18
hsa:5295	hsa:5899	Gen A	18
hsa:5295	hsa:387	Gen A	20
hsa:5295	hsa:5879	Gen A	20
hsa:5295	hsa:5880	Gen A	20
hsa:5295	hsa:5881	Gen A	20
hsa:5295	hsa:27113	Gen A	25
hsa:5295	hsa:596	Gen A	25
hsa:5295	hsa:10018	Gen A	25
hsa:5295	hsa:572	Gen A	23
hsa:5295	hsa:5366	Gen A	25
hsa:5295	hsa:4087	Gen A	22
hsa:5295	hsa:4088	Gen A	22
hsa:5295	hsa:7048	Gen A	22
hsa:5295	hsa:581	Gen A	25
hsa:5295	hsa:842	Gen A	23
hsa:5295	hsa:2932	Gen A	9
hsa:5295	hsa:51176	Gen A	19
hsa:5295	hsa:6932	Gen A	19
hsa:5295	hsa:6934	Gen A	19
hsa:5295	hsa:83439	Gen A	19
hsa:5295	hsa:1499	Gen A	11
hsa:5295	hsa:595	Gen A	25
hsa:5295	hsa:4609	Gen A	24
hsa:5295	hsa:332	Gen A	25
hsa:5295	hsa:7157	Gen A	17
hsa:5295	hsa:51426	Gen A	26
hsa:5295	hsa:1643	Gen A	26
hsa:5295	hsa:578	Gen A	26
hsa:5295	hsa:10912	Gen A	24
hsa:5295	hsa:1647	Gen A	24
hsa:5295	hsa:4616	Gen A	24
hsa:5295	hsa:1026	Gen A	26
hsa:5295	hsa:2353	Gen A	25
hsa:5295	hsa:3725	Gen A	25
hsa:5295	hsa:5599	Gen A	24
hsa:5295	hsa:5601	Gen A	24
hsa:5295	hsa:5602	Gen A	24
hsa:5295	hsa:5900	Gen A	17
hsa:5295	hsa:7046	Gen A	22
hsa:5295	hsa:4089	Gen A	22
hsa:5295	hsa:26060	Gen A	21
hsa:5295	hsa:836	Gen A	22
hsa:5295	hsa:1630	Gen A	22
hsa:5296	hsa:8503	Draw	0
hsa:5296	hsa:2885	Gen B	24
hsa:5296	hsa:369	Gen A	16
hsa:5296	hsa:5894	Gen A	16
hsa:5296	hsa:673	Gen A	16
hsa:5296	hsa:5604	Gen A	19
hsa:5296	hsa:5605	Gen A	19
hsa:5296	hsa:5594	Gen A	23
hsa:5296	hsa:5595	Gen A	23
hsa:5296	hsa:10000	Gen A	5
hsa:5296	hsa:207	Gen A	5
hsa:5296	hsa:208	Gen A	5
hsa:5296	hsa:2475	Gen A	21
hsa:5296	hsa:6198	Gen A	24
hsa:5296	hsa:6199	Gen A	24
hsa:5296	hsa:6654	Gen B	23
hsa:5296	hsa:6655	Gen B	23
hsa:5296	hsa:3265	Gen B	21
hsa:5296	hsa:3845	Gen B	21
hsa:5296	hsa:4893	Gen B	21
hsa:5296	hsa:5898	Gen A	18
hsa:5296	hsa:5899	Gen A	18
hsa:5296	hsa:387	Gen A	20
hsa:5296	hsa:5879	Gen A	20
hsa:5296	hsa:5880	Gen A	20
hsa:5296	hsa:5881	Gen A	20
hsa:5296	hsa:27113	Gen A	25
hsa:5296	hsa:596	Gen A	25
hsa:5296	hsa:10018	Gen A	25
hsa:5296	hsa:572	Gen A	23
hsa:5296	hsa:5366	Gen A	25
hsa:5296	hsa:4087	Gen A	22
hsa:5296	hsa:4088	Gen A	22
hsa:5296	hsa:7048	Gen A	22
hsa:5296	hsa:581	Gen A	25
hsa:5296	hsa:842	Gen A	23
hsa:5296	hsa:2932	Gen A	9
hsa:5296	hsa:51176	Gen A	19
hsa:5296	hsa:6932	Gen A	19
hsa:5296	hsa:6934	Gen A	19
hsa:5296	hsa:83439	Gen A	19
hsa:5296	hsa:1499	Gen A	11
hsa:5296	hsa:595	Gen A	25
hsa:5296	hsa:4609	Gen A	24
hsa:5296	hsa:332	Gen A	25
hsa:5296	hsa:7157	Gen A	17
hsa:5296	hsa:51426	Gen A	26
hsa:5296	hsa:1643	Gen A	26
hsa:5296	hsa:578	Gen A	26
hsa:5296	hsa:10912	Gen A	24
hsa:5296	hsa:1647	Gen A	24
hsa:5296	hsa:4616	Gen A	24
